biomarker,correlation_type,neurotransmitter,receptor,region_type,n,rho,pvalue,pvalue_fdr,sig_fdr,ci_lower_95,ci_upper_95
t1t2,baseline_declining,serotonin,5HT4,subcortical,19,0.2614,0.279691,0.372922,False,-0.2327,0.6483
t1t2,baseline_declining,serotonin,5HT6,subcortical,19,0.1175,0.631764,0.631764,False,-0.3684,0.5531
t1t2,baseline_declining,serotonin,5HTT,subcortical,19,0.8281,1.2e-05,4.8e-05,True,0.5897,0.9337
t1t2,baseline_declining,glutamate,mGluR5,cortical,62,-0.4285,0.000511,0.002045,True,-0.6175,-0.1928
t1t2,baseline_declining,glutamate,NMDA,cortical,62,0.0957,0.459515,0.726397,False,-0.1653,0.3441
t1t2,baseline_declining,glutamate,mGluR5,subcortical,19,-0.1439,0.556822,0.726397,False,-0.5714,0.3451
t1t2,baseline_declining,glutamate,NMDA,subcortical,19,0.086,0.726397,0.726397,False,-0.3957,0.5305
volume,delta_all,dopamine,D1,cortical,62,-0.0871,0.500831,0.500831,False,-0.3365,0.1737
volume,delta_all,dopamine,D2,cortical,62,-0.677,0.0,0.0,True,-0.7955,-0.5085
volume,delta_all,dopamine,DAT,cortical,62,-0.1531,0.234738,0.327661,False,-0.3945,0.1081
volume,delta_all,dopamine,D1,subcortical,19,0.2649,0.273051,0.327661,False,-0.2292,0.6504
volume,delta_all,dopamine,D2,subcortical,19,0.3649,0.124497,0.248994,False,-0.1215,0.71
volume,delta_all,dopamine,DAT,subcortical,19,0.5123,0.024931,0.074792,False,0.0611,0.7897
volume,delta_all,ach,VAChT,cortical,62,-0.077,0.551784,0.827676,False,-0.3275,0.1835
volume,delta_all,ach,M1,cortical,62,-0.0913,0.48018,0.827676,False,-0.3403,0.1696
volume,delta_all,ach,A4B2,cortical,62,0.0353,0.785449,0.926161,False,-0.2237,0.2896
volume,delta_all,ach,VAChT,subcortical,19,0.2947,0.220595,0.827676,False,-0.1983,0.6687
volume,delta_all,ach,M1,subcortical,19,-0.0228,0.926161,0.926161,False,-0.4835,0.4477
volume,delta_all,ach,A4B2,subcortical,19,0.2175,0.37097,0.827676,False,-0.2762,0.6205
volume,delta_all,gaba,GABAa-bz,cortical,62,0.5516,3e-06,1.3e-05,True,0.3433,0.7082
volume,delta_all,gaba,GABAa,cortical,62,0.1123,0.384686,0.384686,False,-0.1489,0.3589
volume,delta_all,gaba,GABAa-bz,subcortical,19,-0.2439,0.314372,0.384686,False,-0.6373,0.2504
volume,delta_all,gaba,GABAa,subcortical,19,-0.4316,0.06503,0.13006,False,-0.7472,0.0428
volume,delta_all,serotonin,5HT1a,cortical,62,-0.7102,0.0,0.0,True,-0.8179,-0.5544
volume,delta_all,serotonin,5HT1b,cortical,62,0.3515,0.005093,0.020373,True,0.1039,0.558
volume,delta_all,serotonin,5HT2a,cortical,62,-0.0976,0.450542,0.4915,False,-0.3458,0.1634
volume,delta_all,serotonin,5HT4,cortical,62,-0.3966,0.001417,0.008502,True,-0.5931,-0.1555
volume,delta_all,serotonin,5HT6,cortical,62,0.1238,0.337654,0.426415,False,-0.1375,0.369
volume,delta_all,serotonin,5HTT,cortical,62,-0.0162,0.900595,0.900595,False,-0.272,0.2417
volume,delta_all,serotonin,5HT1a,subcortical,19,-0.5649,0.01173,0.035189,True,-0.816,-0.1345
volume,delta_all,serotonin,5HT1b,subcortical,19,0.4649,0.044896,0.089792,False,-0.0011,0.765
volume,delta_all,serotonin,5HT2a,subcortical,19,-0.5193,0.022694,0.054466,False,-0.7932,-0.0706
volume,delta_all,serotonin,5HT4,subcortical,19,0.3158,0.187821,0.281732,False,-0.1759,0.6814
volume,delta_all,serotonin,5HT6,subcortical,19,0.2246,0.355346,0.426415,False,-0.2694,0.625
volume,delta_all,serotonin,5HTT,subcortical,19,0.3895,0.099299,0.170227,False,-0.0932,0.7239
volume,delta_all,glutamate,mGluR5,cortical,62,0.0231,0.858606,0.858606,False,-0.2352,0.2784
volume,delta_all,glutamate,NMDA,cortical,62,0.1828,0.154894,0.619577,False,-0.0777,0.42
volume,delta_all,glutamate,mGluR5,subcortical,19,-0.0561,0.819431,0.858606,False,-0.5086,0.4207
volume,delta_all,glutamate,NMDA,subcortical,19,-0.0561,0.819431,0.858606,False,-0.5086,0.4207
volume,delta_declining,dopamine,D1,cortical,62,-0.0457,0.724281,0.724281,False,-0.2991,0.2137
volume,delta_declining,dopamine,D2,cortical,62,-0.6124,0.0,1e-06,True,-0.7512,-0.4219
volume,delta_declining,dopamine,DAT,cortical,62,-0.12,0.352914,0.423497,False,-0.3657,0.1413
volume,delta_declining,dopamine,D1,subcortical,19,0.3526,0.138663,0.207994,False,-0.1354,0.703
volume,delta_declining,dopamine,D2,subcortical,19,0.4246,0.070015,0.14003,False,-0.0514,0.7434
volume,delta_declining,dopamine,DAT,subcortical,19,0.6123,0.005327,0.015982,True,0.2049,0.8388
volume,delta_declining,ach,VAChT,cortical,62,0.0684,0.597499,0.726397,False,-0.1919,0.3197
volume,delta_declining,ach,M1,cortical,62,0.0492,0.703957,0.726397,False,-0.2104,0.3023
volume,delta_declining,ach,A4B2,cortical,62,0.1875,0.144525,0.448342,False,-0.073,0.424
volume,delta_declining,ach,VAChT,subcortical,19,0.3439,0.149447,0.448342,False,-0.1452,0.6979
volume,delta_declining,ach,M1,subcortical,19,0.086,0.726397,0.726397,False,-0.3957,0.5305
volume,delta_declining,ach,A4B2,subcortical,19,0.1316,0.591305,0.726397,False,-0.356,0.5629
volume,delta_declining,gaba,GABAa-bz,cortical,62,0.4902,5.3e-05,0.00021,True,0.2668,0.6635
volume,delta_declining,gaba,GABAa,cortical,62,0.082,0.52651,0.52651,False,-0.1787,0.3319
volume,delta_declining,gaba,GABAa-bz,subcortical,19,-0.186,0.445906,0.52651,False,-0.5998,0.3064
volume,delta_declining,gaba,GABAa,subcortical,19,-0.3754,0.113198,0.226395,False,-0.716,0.1095
volume,delta_declining,serotonin,5HT1a,cortical,62,-0.6561,0.0,0.0,True,-0.7813,-0.4801
volume,delta_declining,serotonin,5HT1b,cortical,62,0.4494,0.000248,0.001491,True,0.2176,0.6332
volume,delta_declining,serotonin,5HT2a,cortical,62,-0.039,0.763708,0.833136,False,-0.293,0.2202
volume,delta_declining,serotonin,5HT4,cortical,62,-0.3421,0.006499,0.019496,True,-0.5506,-0.0934
volume,delta_declining,serotonin,5HT6,cortical,62,0.1809,0.159452,0.212603,False,-0.0798,0.4184
volume,delta_declining,serotonin,5HTT,cortical,62,-0.0115,0.929261,0.929261,False,-0.2676,0.2462
volume,delta_declining,serotonin,5HT1a,subcortical,19,-0.4421,0.058057,0.116114,False,-0.7529,0.0298
volume,delta_declining,serotonin,5HT1b,subcortical,19,0.6088,0.005672,0.019496,True,0.1996,0.8372
volume,delta_declining,serotonin,5HT2a,subcortical,19,-0.3772,0.111388,0.167082,False,-0.717,0.1075
volume,delta_declining,serotonin,5HT4,subcortical,19,0.3877,0.100965,0.167082,False,-0.0953,0.723
volume,delta_declining,serotonin,5HT6,subcortical,19,0.2912,0.226397,0.271677,False,-0.202,0.6666
volume,delta_declining,serotonin,5HTT,subcortical,19,0.4754,0.039655,0.095172,False,0.0124,0.7706
volume,delta_declining,glutamate,mGluR5,cortical,62,0.122,0.34483,0.68966,False,-0.1393,0.3674
volume,delta_declining,glutamate,NMDA,cortical,62,0.2228,0.081708,0.326833,False,-0.0362,0.4538
volume,delta_declining,glutamate,mGluR5,subcortical,19,0.0456,0.852896,0.852896,False,-0.4293,0.5008
volume,delta_declining,glutamate,NMDA,subcortical,19,-0.0684,0.780767,0.852896,False,-0.5177,0.4105
volume,baseline_all,dopamine,D1,cortical,62,0.0569,0.660263,0.660263,False,-0.203,0.3093
volume,baseline_all,dopamine,D2,cortical,62,-0.4173,0.00074,0.002221,True,-0.6089,-0.1796
volume,baseline_all,dopamine,DAT,cortical,62,0.1686,0.190234,0.228281,False,-0.0923,0.4079
volume,baseline_all,dopamine,D1,subcortical,19,0.6754,0.001506,0.003011,True,0.3059,0.8681
volume,baseline_all,dopamine,D2,subcortical,19,0.7526,0.000201,0.001204,True,0.4417,0.9022
volume,baseline_all,dopamine,DAT,subcortical,19,0.6298,0.003853,0.005779,True,0.2321,0.8471
volume,baseline_all,ach,VAChT,cortical,62,0.3501,0.005286,0.015858,True,0.1023,0.5569
volume,baseline_all,ach,M1,cortical,62,0.0487,0.707137,0.848565,False,-0.2109,0.3018
volume,baseline_all,ach,A4B2,cortical,62,0.153,0.23505,0.352574,False,-0.1082,0.3945
volume,baseline_all,ach,VAChT,subcortical,19,0.7018,0.000812,0.004871,True,0.3505,0.8799
volume,baseline_all,ach,M1,subcortical,19,0.486,0.034898,0.069797,False,0.0261,0.7761
volume,baseline_all,ach,A4B2,subcortical,19,-0.0158,0.948846,0.948846,False,-0.4781,0.4533
volume,baseline_all,gaba,GABAa-bz,cortical,62,0.5361,7e-06,2.8e-05,True,0.3238,0.6971
volume,baseline_all,gaba,GABAa,cortical,62,0.1861,0.147513,0.295026,False,-0.0744,0.4228
volume,baseline_all,gaba,GABAa-bz,subcortical,19,-0.0228,0.926161,0.926161,False,-0.4835,0.4477
volume,baseline_all,gaba,GABAa,subcortical,19,-0.286,0.235285,0.313713,False,-0.6634,0.2075
volume,baseline_all,serotonin,5HT1a,cortical,62,-0.4834,6.9e-05,0.000413,True,-0.6586,-0.2586
volume,baseline_all,serotonin,5HT1b,cortical,62,0.3616,0.003882,0.011646,True,0.1154,0.5659
volume,baseline_all,serotonin,5HT2a,cortical,62,-0.2428,0.05721,0.085816,False,-0.4704,0.015
volume,baseline_all,serotonin,5HT4,cortical,62,-0.5303,9e-06,0.000112,True,-0.6928,-0.3164
volume,baseline_all,serotonin,5HT6,cortical,62,0.2325,0.06905,0.091969,False,-0.026,0.4618
volume,baseline_all,serotonin,5HTT,cortical,62,0.4015,0.001218,0.004873,True,0.1612,0.5969
volume,baseline_all,serotonin,5HT1a,subcortical,19,-0.4158,0.076641,0.091969,False,-0.7385,0.062
volume,baseline_all,serotonin,5HT1b,subcortical,19,0.4895,0.033415,0.057283,False,0.0307,0.7779
volume,baseline_all,serotonin,5HT2a,subcortical,19,-0.1474,0.547136,0.547136,False,-0.5738,0.3419
volume,baseline_all,serotonin,5HT4,subcortical,19,0.5789,0.009396,0.018792,True,0.1549,0.8228
volume,baseline_all,serotonin,5HT6,subcortical,19,0.607,0.00585,0.014041,True,0.1969,0.8363
volume,baseline_all,serotonin,5HTT,subcortical,19,0.3404,0.153919,0.167912,False,-0.1491,0.6958
volume,baseline_all,glutamate,mGluR5,cortical,62,0.1254,0.33155,0.395116,False,-0.1359,0.3704
volume,baseline_all,glutamate,NMDA,cortical,62,0.404,0.001127,0.004508,True,0.1642,0.5988
volume,baseline_all,glutamate,mGluR5,subcortical,19,0.4702,0.042213,0.084426,False,0.0056,0.7678
volume,baseline_all,glutamate,NMDA,subcortical,19,0.207,0.395116,0.395116,False,-0.2864,0.6136
volume,baseline_declining,dopamine,D1,cortical,62,-0.0099,0.939148,0.952756,False,-0.2662,0.2477
volume,baseline_declining,dopamine,D2,cortical,62,-0.4638,0.000147,0.000484,True,-0.644,-0.2349
volume,baseline_declining,dopamine,DAT,cortical,62,0.0077,0.952756,0.952756,False,-0.2497,0.2641
volume,baseline_declining,dopamine,D1,subcortical,19,0.6544,0.002367,0.004734,True,0.2713,0.8585
volume,baseline_declining,dopamine,D2,subcortical,19,0.7596,0.000161,0.000484,True,0.4548,0.9052
volume,baseline_declining,dopamine,DAT,subcortical,19,0.6281,0.003983,0.005975,True,0.2294,0.8463
volume,baseline_declining,ach,VAChT,cortical,62,0.2695,0.034141,0.068282,False,0.0135,0.4924
volume,baseline_declining,ach,M1,cortical,62,0.1438,0.264783,0.31774,False,-0.1175,0.3865
volume,baseline_declining,ach,A4B2,cortical,62,0.3418,0.006541,0.019623,True,0.0931,0.5504
volume,baseline_declining,ach,VAChT,subcortical,19,0.7211,0.000495,0.002968,True,0.3843,0.8885
volume,baseline_declining,ach,M1,subcortical,19,0.4193,0.073937,0.110905,False,-0.0578,0.7405
volume,baseline_declining,ach,A4B2,subcortical,19,0.1298,0.596303,0.596303,False,-0.3576,0.5617
volume,baseline_declining,gaba,GABAa-bz,cortical,62,0.5492,4e-06,1.5e-05,True,0.3403,0.7065
volume,baseline_declining,gaba,GABAa,cortical,62,0.1716,0.182297,0.271697,False,-0.0893,0.4104
volume,baseline_declining,gaba,GABAa-bz,subcortical,19,0.0053,0.982939,0.982939,False,-0.4617,0.4699
volume,baseline_declining,gaba,GABAa,subcortical,19,-0.3053,0.203773,0.271697,False,-0.6751,0.1871
volume,baseline_declining,serotonin,5HT1a,cortical,62,-0.5523,3e-06,2e-05,True,-0.7087,-0.3442
volume,baseline_declining,serotonin,5HT1b,cortical,62,0.575,1e-06,1.2e-05,True,0.3732,0.7248
volume,baseline_declining,serotonin,5HT2a,cortical,62,-0.0414,0.74951,0.74951,False,-0.2952,0.2179
volume,baseline_declining,serotonin,5HT4,cortical,62,-0.418,0.000724,0.002894,True,-0.6095,-0.1804
volume,baseline_declining,serotonin,5HT6,cortical,62,0.309,0.014553,0.026875,True,0.0565,0.5243
volume,baseline_declining,serotonin,5HTT,cortical,62,0.2214,0.083709,0.111612,False,-0.0376,0.4526
volume,baseline_declining,serotonin,5HT1a,subcortical,19,-0.5456,0.015677,0.026875,True,-0.8065,-0.107
volume,baseline_declining,serotonin,5HT1b,subcortical,19,0.4298,0.066251,0.099376,False,-0.045,0.7462
volume,baseline_declining,serotonin,5HT2a,subcortical,19,-0.2,0.411681,0.449107,False,-0.6091,0.2931
volume,baseline_declining,serotonin,5HT4,subcortical,19,0.5684,0.011107,0.026656,True,0.1396,0.8177
volume,baseline_declining,serotonin,5HT6,subcortical,19,0.586,0.008379,0.025137,True,0.1653,0.8262
volume,baseline_declining,serotonin,5HTT,subcortical,19,0.3561,0.134506,0.161407,False,-0.1315,0.705
volume,baseline_declining,glutamate,mGluR5,cortical,62,0.2016,0.116153,0.154871,False,-0.0584,0.4359
volume,baseline_declining,glutamate,NMDA,cortical,62,0.2541,0.046306,0.14003,False,-0.0031,0.4797
volume,baseline_declining,glutamate,mGluR5,subcortical,19,0.4246,0.070015,0.14003,False,-0.0514,0.7434
volume,baseline_declining,glutamate,NMDA,subcortical,19,0.3351,0.160799,0.160799,False,-0.1549,0.6928
thickness,delta_all,dopamine,D1,cortical,62,-0.048,0.710903,0.710903,False,-0.3012,0.2115
thickness,delta_all,dopamine,D2,cortical,62,-0.5526,3e-06,1e-05,True,-0.7089,-0.3446
thickness,delta_all,dopamine,DAT,cortical,62,-0.0643,0.619592,0.710903,False,-0.316,0.1959
thickness,delta_all,ach,VAChT,cortical,62,0.1428,0.26818,0.38169,False,-0.1185,0.3856
thickness,delta_all,ach,M1,cortical,62,0.113,0.38169,0.38169,False,-0.1482,0.3595
thickness,delta_all,ach,A4B2,cortical,62,0.1756,0.172215,0.38169,False,-0.0852,0.4139
thickness,delta_all,gaba,GABAa-bz,cortical,62,0.5191,1.5e-05,3.1e-05,True,0.3025,0.6847
thickness,delta_all,gaba,GABAa,cortical,62,0.0799,0.537271,0.537271,False,-0.1808,0.33
thickness,delta_all,serotonin,5HT1a,cortical,62,-0.6668,0.0,0.0,True,-0.7886,-0.4946
thickness,delta_all,serotonin,5HT1b,cortical,62,0.4076,0.001008,0.002015,True,0.1683,0.6016
thickness,delta_all,serotonin,5HT2a,cortical,62,-0.1756,0.172215,0.172215,False,-0.4139,0.0852
thickness,delta_all,serotonin,5HT4,cortical,62,-0.4417,0.000326,0.000978,True,-0.6274,-0.2084
thickness,delta_all,serotonin,5HT6,cortical,62,0.1788,0.164471,0.172215,False,-0.0819,0.4166
thickness,delta_all,serotonin,5HTT,cortical,62,0.188,0.14343,0.172215,False,-0.0724,0.4244
thickness,delta_all,glutamate,mGluR5,cortical,62,0.0557,0.66733,0.66733,False,-0.2042,0.3082
thickness,delta_all,glutamate,NMDA,cortical,62,0.2413,0.058824,0.117649,False,-0.0166,0.4692
thickness,delta_declining,dopamine,D1,cortical,62,0.0076,0.953065,0.953065,False,-0.2498,0.264
thickness,delta_declining,dopamine,D2,cortical,62,-0.5437,5e-06,1.5e-05,True,-0.7025,-0.3333
thickness,delta_declining,dopamine,DAT,cortical,62,-0.0138,0.915069,0.953065,False,-0.2698,0.244
thickness,delta_declining,ach,VAChT,cortical,62,0.2646,0.037658,0.062143,False,0.0083,0.4884
thickness,delta_declining,ach,M1,cortical,62,0.199,0.121071,0.121071,False,-0.0611,0.4337
thickness,delta_declining,ach,A4B2,cortical,62,0.2598,0.041429,0.062143,False,0.0031,0.4844
thickness,delta_declining,gaba,GABAa-bz,cortical,62,0.4481,0.00026,0.000521,True,0.216,0.6322
thickness,delta_declining,gaba,GABAa,cortical,62,0.096,0.457855,0.457855,False,-0.165,0.3445
thickness,delta_declining,serotonin,5HT1a,cortical,62,-0.6321,0.0,0.0,True,-0.7648,-0.448
thickness,delta_declining,serotonin,5HT1b,cortical,62,0.4443,0.000297,0.000594,True,0.2116,0.6294
thickness,delta_declining,serotonin,5HT2a,cortical,62,-0.1381,0.284531,0.284531,False,-0.3815,0.1232
thickness,delta_declining,serotonin,5HT4,cortical,62,-0.5132,2e-05,6e-05,True,-0.6804,-0.2952
thickness,delta_declining,serotonin,5HT6,cortical,62,0.1739,0.176376,0.263063,False,-0.0869,0.4124
thickness,delta_declining,serotonin,5HTT,cortical,62,0.1583,0.219219,0.263063,False,-0.1028,0.399
thickness,delta_declining,glutamate,mGluR5,cortical,62,0.0985,0.446091,0.446091,False,-0.1625,0.3467
thickness,delta_declining,glutamate,NMDA,cortical,62,0.3538,0.00479,0.00958,True,0.1065,0.5598
thickness,baseline_all,dopamine,D1,cortical,62,-0.0805,0.533929,0.609457,False,-0.3306,0.1802
thickness,baseline_all,dopamine,D2,cortical,62,-0.3344,0.007889,0.023667,True,-0.5446,-0.0848
thickness,baseline_all,dopamine,DAT,cortical,62,0.0662,0.609457,0.609457,False,-0.1941,0.3177
thickness,baseline_all,ach,VAChT,cortical,62,0.1414,0.272811,0.586987,False,-0.1198,0.3844
thickness,baseline_all,ach,M1,cortical,62,0.0703,0.586987,0.586987,False,-0.19,0.3215
thickness,baseline_all,ach,A4B2,cortical,62,0.0861,0.505814,0.586987,False,-0.1747,0.3356
thickness,baseline_all,gaba,GABAa-bz,cortical,62,0.2668,0.036063,0.072126,False,0.0106,0.4901
thickness,baseline_all,gaba,GABAa,cortical,62,0.1093,0.397683,0.397683,False,-0.1519,0.3562
thickness,baseline_all,serotonin,5HT1a,cortical,62,-0.4479,0.000262,0.000785,True,-0.6321,-0.2158
thickness,baseline_all,serotonin,5HT1b,cortical,62,0.2396,0.060754,0.072905,False,-0.0185,0.4677
thickness,baseline_all,serotonin,5HT2a,cortical,62,-0.2493,0.050723,0.072905,False,-0.4757,0.0082
thickness,baseline_all,serotonin,5HT4,cortical,62,-0.5984,0.0,2e-06,True,-0.7414,-0.4036
thickness,baseline_all,serotonin,5HT6,cortical,62,0.0935,0.469786,0.469786,False,-0.1675,0.3422
thickness,baseline_all,serotonin,5HTT,cortical,62,0.2612,0.040298,0.072905,False,0.0046,0.4856
thickness,baseline_all,glutamate,mGluR5,cortical,62,-0.1445,0.262591,0.262591,False,-0.387,0.1168
thickness,baseline_all,glutamate,NMDA,cortical,62,0.2049,0.110133,0.220266,False,-0.0549,0.4387
thickness,baseline_declining,dopamine,D1,cortical,62,-0.0326,0.801637,0.944094,False,-0.2871,0.2263
thickness,baseline_declining,dopamine,D2,cortical,62,-0.3207,0.011032,0.033097,True,-0.5337,-0.0695
thickness,baseline_declining,dopamine,DAT,cortical,62,-0.0091,0.944094,0.944094,False,-0.2654,0.2484
thickness,baseline_declining,ach,VAChT,cortical,62,0.1997,0.119636,0.179454,False,-0.0603,0.4344
thickness,baseline_declining,ach,M1,cortical,62,0.1693,0.18836,0.18836,False,-0.0916,0.4085
thickness,baseline_declining,ach,A4B2,cortical,62,0.2893,0.022565,0.067694,False,0.035,0.5085
thickness,baseline_declining,gaba,GABAa-bz,cortical,62,0.3551,0.004619,0.009239,True,0.1081,0.5609
thickness,baseline_declining,gaba,GABAa,cortical,62,0.1203,0.351694,0.351694,False,-0.141,0.3659
thickness,baseline_declining,serotonin,5HT1a,cortical,62,-0.4612,0.000162,0.000719,True,-0.642,-0.2317
thickness,baseline_declining,serotonin,5HT1b,cortical,62,0.4388,0.00036,0.000719,True,0.205,0.6253
thickness,baseline_declining,serotonin,5HT2a,cortical,62,-0.099,0.443759,0.443759,False,-0.3471,0.162
thickness,baseline_declining,serotonin,5HT4,cortical,62,-0.4468,0.000272,0.000719,True,-0.6313,-0.2145
thickness,baseline_declining,serotonin,5HT6,cortical,62,0.2204,0.085162,0.127743,False,-0.0387,0.4518
thickness,baseline_declining,serotonin,5HTT,cortical,62,0.1742,0.175614,0.210737,False,-0.0866,0.4127
thickness,baseline_declining,glutamate,mGluR5,cortical,62,0.0652,0.614653,0.614653,False,-0.195,0.3168
thickness,baseline_declining,glutamate,NMDA,cortical,62,0.1552,0.228258,0.456517,False,-0.1059,0.3964
